-2.68E-01,-1.24E-01,8.94E-01,-4.34E-01,4.91E-01,4.29E-01,-7.53E-02
-1.74E-01,3.04E-01,5.08E-01,1.57E-01,-1.11E-01,3.32E-01,6.00E-01
6.86E-01,6.13E-01,1.19E+00,2.84E-01,5.13E-01,-4.89E-01,1.43E+00
2.11E-02,1.00E+00,-1.44E+00,-2.07E-01,2.05E-01,4.34E-01,1.83E-01
4.16E-01,1.65E-01,2.41E-01,2.50E-01,-4.12E-01,-1.05E-01,-2.29E-01
